al;10;ua;Tele
am;10;ua;Tele
au;12;ua;Tele
at;12;ua;Tele
az;12;ua;Tele
be;12;ua;Tele
bg;12;ua;Tele
hr;10;ua;Tele
cy;12;ua;Tele
cz;12;ua;Tele
dk;12;ua;Tele
ee;12;ua;Tele
fi;12;ua;Tele
fr;12;ua;Tele
ge;12;ua;Tele
de;12;ua;Tele
gr;10;ua;Tele
is;12;ua;Tele
ie;12;ua;Tele
il;12;ua;Tele
it;12;ua;Tele
lv;12;ua;Tele
lt;12;ua;Tele
mt;8;ua;Tele
md;12;ua;Tele
me;10;ua;Tele
nl;12;ua;Tele
mk;8;ua;Tele
no;12;ua;Tele
pl;12;ua;Tele
pt;12;ua;Tele
ro;10;ua;Tele
sm;12;ua;Tele
rs;7;ua;Tele
si;10;ua;Tele
es;12;ua;Tele
se;12;ua;Tele
ch;10;ua;Tele
ua;;ua;Tele
gb;12;ua;Tele
al;1;md;Tele
am;5;md;Tele
au;4;md;Tele
at;7;md;Tele
az;;md;Tele
be;8;md;Tele
bg;7;md;Tele
hr;8;md;Tele
cy;;md;Tele
cz;8;md;Tele
dk;5;md;Tele
ee;6;md;Tele
fi;5;md;Tele
fr;10;md;Tele
ge;8;md;Tele
de;10;md;Tele
gr;3;md;Tele
is;6;md;Tele
ie;7;md;Tele
il;6;md;Tele
it;10;md;Tele
lv;7;md;Tele
lt;5;md;Tele
mt;;md;Tele
md;;md;Tele
me;7;md;Tele
nl;10;md;Tele
mk;7;md;Tele
no;4;md;Tele
pl;7;md;Tele
pt;8;md;Tele
ro;12;md;Tele
sm;4;md;Tele
rs;12;md;Tele
si;7;md;Tele
es;7;md;Tele
se;;md;Tele
ch;4;md;Tele
ua;6;md;Tele
gb;8;md;Tele
al;7;es;Tele
am;8;es;Tele
au;6;es;Tele
at;1;es;Tele
az;10;es;Tele
be;6;es;Tele
bg;8;es;Tele
hr;7;es;Tele
cy;8;es;Tele
cz;6;es;Tele
dk;1;es;Tele
ee;1;es;Tele
fi;3;es;Tele
fr;7;es;Tele
ge;6;es;Tele
de;2;es;Tele
gr;12;es;Tele
is;3;es;Tele
ie;5;es;Tele
il;8;es;Tele
it;;es;Tele
lv;4;es;Tele
lt;6;es;Tele
mt;7;es;Tele
md;8;es;Tele
me;8;es;Tele
nl;7;es;Tele
mk;10;es;Tele
no;1;es;Tele
pl;6;es;Tele
pt;10;es;Tele
ro;8;es;Tele
sm;10;es;Tele
rs;10;es;Tele
si;4;es;Tele
es;;es;Tele
se;2;es;Tele
ch;6;es;Tele
ua;1;es;Tele
gb;5;es;Tele
al;3;rs;Tele
am;6;rs;Tele
au;8;rs;Tele
at;10;rs;Tele
az;6;rs;Tele
be;2;rs;Tele
bg;10;rs;Tele
hr;12;rs;Tele
cy;7;rs;Tele
cz;10;rs;Tele
dk;;rs;Tele
ee;;rs;Tele
fi;7;rs;Tele
fr;8;rs;Tele
ge;7;rs;Tele
de;7;rs;Tele
gr;8;rs;Tele
is;1;rs;Tele
ie;1;rs;Tele
il;7;rs;Tele
it;7;rs;Tele
lv;2;rs;Tele
lt;;rs;Tele
mt;6;rs;Tele
md;;rs;Tele
me;12;rs;Tele
nl;3;rs;Tele
mk;12;rs;Tele
no;3;rs;Tele
pl;5;rs;Tele
pt;5;rs;Tele
ro;7;rs;Tele
sm;8;rs;Tele
rs;;rs;Tele
si;12;rs;Tele
es;2;rs;Tele
se;8;rs;Tele
ch;12;rs;Tele
ua;;rs;Tele
gb;1;rs;Tele
al;4;gb;Tele
am;1;gb;Tele
au;7;gb;Tele
at;8;gb;Tele
az;8;gb;Tele
be;3;gb;Tele
bg;3;gb;Tele
hr;;gb;Tele
cy;6;gb;Tele
cz;2;gb;Tele
dk;6;gb;Tele
ee;5;gb;Tele
fi;4;gb;Tele
fr;2;gb;Tele
ge;4;gb;Tele
de;6;gb;Tele
gr;5;gb;Tele
is;7;gb;Tele
ie;6;gb;Tele
il;10;gb;Tele
it;6;gb;Tele
lv;3;gb;Tele
lt;4;gb;Tele
mt;12;gb;Tele
md;3;gb;Tele
me;;gb;Tele
nl;8;gb;Tele
mk;;gb;Tele
no;6;gb;Tele
pl;3;gb;Tele
pt;6;gb;Tele
ro;3;gb;Tele
sm;6;gb;Tele
rs;;gb;Tele
si;;gb;Tele
es;8;gb;Tele
se;6;gb;Tele
ch;5;gb;Tele
ua;7;gb;Tele
gb;;gb;Tele
al;;se;Tele
am;7;se;Tele
au;5;se;Tele
at;6;se;Tele
az;4;se;Tele
be;5;se;Tele
bg;;se;Tele
hr;4;se;Tele
cy;;se;Tele
cz;5;se;Tele
dk;10;se;Tele
ee;10;se;Tele
fi;8;se;Tele
fr;;se;Tele
ge;;se;Tele
de;5;se;Tele
gr;4;se;Tele
is;8;se;Tele
ie;3;se;Tele
il;5;se;Tele
it;5;se;Tele
lv;6;se;Tele
lt;10;se;Tele
mt;5;se;Tele
md;5;se;Tele
me;1;se;Tele
nl;2;se;Tele
mk;4;se;Tele
no;8;se;Tele
pl;10;se;Tele
pt;7;se;Tele
ro;6;se;Tele
sm;3;se;Tele
rs;1;se;Tele
si;5;se;Tele
es;6;se;Tele
se;;se;Tele
ch;3;se;Tele
ua;;se;Tele
gb;4;se;Tele
al;;no;Tele
am;;no;Tele
au;10;no;Tele
at;5;no;Tele
az;7;no;Tele
be;;no;Tele
bg;1;no;Tele
hr;5;no;Tele
cy;;no;Tele
cz;3;no;Tele
dk;8;no;Tele
ee;4;no;Tele
fi;6;no;Tele
fr;;no;Tele
ge;;no;Tele
de;1;no;Tele
gr;6;no;Tele
is;10;no;Tele
ie;4;no;Tele
il;4;no;Tele
it;4;no;Tele
lv;5;no;Tele
lt;2;no;Tele
mt;4;no;Tele
md;6;no;Tele
me;2;no;Tele
nl;5;no;Tele
mk;2;no;Tele
no;;no;Tele
pl;4;no;Tele
pt;2;no;Tele
ro;2;no;Tele
sm;2;no;Tele
rs;8;no;Tele
si;3;no;Tele
es;3;no;Tele
se;10;no;Tele
ch;;no;Tele
ua;2;no;Tele
gb;6;no;Tele
al;8;it;Tele
am;;it;Tele
au;1;it;Tele
at;3;it;Tele
az;5;it;Tele
be;4;it;Tele
bg;2;it;Tele
hr;6;it;Tele
cy;5;it;Tele
cz;;it;Tele
dk;;it;Tele
ee;;it;Tele
fi;;it;Tele
fr;3;it;Tele
ge;;it;Tele
de;3;it;Tele
gr;7;it;Tele
is;;it;Tele
ie;;it;Tele
il;3;it;Tele
it;;it;Tele
lv;;it;Tele
lt;3;it;Tele
mt;10;it;Tele
md;;it;Tele
me;6;it;Tele
nl;;it;Tele
mk;6;it;Tele
no;;it;Tele
pl;;it;Tele
pt;3;it;Tele
ro;4;it;Tele
sm;5;it;Tele
rs;4;it;Tele
si;6;it;Tele
es;5;it;Tele
se;;it;Tele
ch;8;it;Tele
ua;;it;Tele
gb;;it;Tele
al;;pl;Tele
am;;pl;Tele
au;3;pl;Tele
at;4;pl;Tele
az;1;pl;Tele
be;7;pl;Tele
bg;;pl;Tele
hr;;pl;Tele
cy;3;pl;Tele
cz;7;pl;Tele
dk;4;pl;Tele
ee;;pl;Tele
fi;;pl;Tele
fr;4;pl;Tele
ge;;pl;Tele
de;8;pl;Tele
gr;;pl;Tele
is;4;pl;Tele
ie;10;pl;Tele
il;1;pl;Tele
it;3;pl;Tele
lv;;pl;Tele
lt;;pl;Tele
mt;2;pl;Tele
md;;pl;Tele
me;4;pl;Tele
nl;6;pl;Tele
mk;;pl;Tele
no;5;pl;Tele
pl;;pl;Tele
pt;;pl;Tele
ro;;pl;Tele
sm;;pl;Tele
rs;;pl;Tele
si;;pl;Tele
es;1;pl;Tele
se;5;pl;Tele
ch;1;pl;Tele
ua;12;pl;Tele
gb;10;pl;Tele
al;5;ee;Tele
am;12;ee;Tele
au;;ee;Tele
at;;ee;Tele
az;;ee;Tele
be;;ee;Tele
bg;;ee;Tele
hr;2;ee;Tele
cy;;ee;Tele
cz;4;ee;Tele
dk;3;ee;Tele
ee;;ee;Tele
fi;10;ee;Tele
fr;;ee;Tele
ge;;ee;Tele
de;;ee;Tele
gr;;ee;Tele
is;;ee;Tele
ie;;ee;Tele
il;;ee;Tele
it;;ee;Tele
lv;8;ee;Tele
lt;8;ee;Tele
mt;;ee;Tele
md;7;ee;Tele
me;3;ee;Tele
nl;1;ee;Tele
mk;3;ee;Tele
no;2;ee;Tele
pl;8;ee;Tele
pt;;ee;Tele
ro;5;ee;Tele
sm;;ee;Tele
rs;6;ee;Tele
si;;ee;Tele
es;;ee;Tele
se;4;ee;Tele
ch;;ee;Tele
ua;5;ee;Tele
gb;2;ee;Tele
al;;lt;Tele
am;2;lt;Tele
au;2;lt;Tele
at;;lt;Tele
az;;lt;Tele
be;;lt;Tele
bg;;lt;Tele
hr;3;lt;Tele
cy;2;lt;Tele
cz;;lt;Tele
dk;7;lt;Tele
ee;7;lt;Tele
fi;2;lt;Tele
fr;;lt;Tele
ge;5;lt;Tele
de;;lt;Tele
gr;;lt;Tele
is;2;lt;Tele
ie;8;lt;Tele
il;;lt;Tele
it;;lt;Tele
lv;10;lt;Tele
lt;;lt;Tele
mt;;lt;Tele
md;4;lt;Tele
me;;lt;Tele
nl;;lt;Tele
mk;1;lt;Tele
no;10;lt;Tele
pl;2;lt;Tele
pt;1;lt;Tele
ro;;lt;Tele
sm;;lt;Tele
rs;3;lt;Tele
si;2;lt;Tele
es;;lt;Tele
se;3;lt;Tele
ch;;lt;Tele
ua;10;lt;Tele
gb;7;lt;Tele
al;12;gr;Tele
am;3;gr;Tele
au;;gr;Tele
at;;gr;Tele
az;3;gr;Tele
be;;gr;Tele
bg;6;gr;Tele
hr;;gr;Tele
cy;10;gr;Tele
cz;;gr;Tele
dk;;gr;Tele
ee;;gr;Tele
fi;;gr;Tele
fr;;gr;Tele
ge;1;gr;Tele
de;;gr;Tele
gr;;gr;Tele
is;;gr;Tele
ie;;gr;Tele
il;;gr;Tele
it;;gr;Tele
lv;;gr;Tele
lt;;gr;Tele
mt;;gr;Tele
md;;gr;Tele
me;;gr;Tele
nl;;gr;Tele
mk;;gr;Tele
no;7;gr;Tele
pl;;gr;Tele
pt;;gr;Tele
ro;;gr;Tele
sm;7;gr;Tele
rs;;gr;Tele
si;8;gr;Tele
es;;gr;Tele
se;;gr;Tele
ch;;gr;Tele
ua;;gr;Tele
gb;;gr;Tele
al;;ro;Tele
am;;ro;Tele
au;;ro;Tele
at;;ro;Tele
az;;ro;Tele
be;;ro;Tele
bg;4;ro;Tele
hr;;ro;Tele
cy;4;ro;Tele
cz;;ro;Tele
dk;;ro;Tele
ee;;ro;Tele
fi;;ro;Tele
fr;1;ro;Tele
ge;;ro;Tele
de;;ro;Tele
gr;2;ro;Tele
is;;ro;Tele
ie;2;ro;Tele
il;;ro;Tele
it;8;ro;Tele
lv;;ro;Tele
lt;;ro;Tele
mt;3;ro;Tele
md;10;ro;Tele
me;;ro;Tele
nl;;ro;Tele
mk;;ro;Tele
no;;ro;Tele
pl;;ro;Tele
pt;;ro;Tele
ro;;ro;Tele
sm;1;ro;Tele
rs;5;ro;Tele
si;;ro;Tele
es;10;ro;Tele
se;;ro;Tele
ch;;ro;Tele
ua;;ro;Tele
gb;3;ro;Tele
al;6;nl;Tele
am;;nl;Tele
au;;nl;Tele
at;;nl;Tele
az;;nl;Tele
be;10;nl;Tele
bg;;nl;Tele
hr;;nl;Tele
cy;;nl;Tele
cz;;nl;Tele
dk;;nl;Tele
ee;3;nl;Tele
fi;;nl;Tele
fr;;nl;Tele
ge;;nl;Tele
de;4;nl;Tele
gr;;nl;Tele
is;5;nl;Tele
ie;;nl;Tele
il;2;nl;Tele
it;2;nl;Tele
lv;;nl;Tele
lt;1;nl;Tele
mt;;nl;Tele
md;;nl;Tele
me;;nl;Tele
nl;;nl;Tele
mk;;nl;Tele
no;;nl;Tele
pl;;nl;Tele
pt;4;nl;Tele
ro;;nl;Tele
sm;;nl;Tele
rs;;nl;Tele
si;1;nl;Tele
es;;nl;Tele
se;1;nl;Tele
ch;;nl;Tele
ua;3;nl;Tele
gb;;nl;Tele
al;;pt;Tele
am;4;pt;Tele
au;;pt;Tele
at;;pt;Tele
az;;pt;Tele
be;1;pt;Tele
bg;;pt;Tele
hr;;pt;Tele
cy;;pt;Tele
cz;;pt;Tele
dk;;pt;Tele
ee;;pt;Tele
fi;;pt;Tele
fr;6;pt;Tele
ge;;pt;Tele
de;;pt;Tele
gr;;pt;Tele
is;;pt;Tele
ie;;pt;Tele
il;;pt;Tele
it;1;pt;Tele
lv;;pt;Tele
lt;7;pt;Tele
mt;;pt;Tele
md;;pt;Tele
me;5;pt;Tele
nl;;pt;Tele
mk;;pt;Tele
no;;pt;Tele
pl;1;pt;Tele
pt;;pt;Tele
ro;;pt;Tele
sm;;pt;Tele
rs;;pt;Tele
si;;pt;Tele
es;4;pt;Tele
se;;pt;Tele
ch;7;pt;Tele
ua;;pt;Tele
gb;;pt;Tele
al;2;fi;Tele
am;;fi;Tele
au;;fi;Tele
at;;fi;Tele
az;;fi;Tele
be;;fi;Tele
bg;;fi;Tele
hr;;fi;Tele
cy;;fi;Tele
cz;1;fi;Tele
dk;;fi;Tele
ee;8;fi;Tele
fi;;fi;Tele
fr;;fi;Tele
ge;2;fi;Tele
de;;fi;Tele
gr;;fi;Tele
is;;fi;Tele
ie;;fi;Tele
il;;fi;Tele
it;;fi;Tele
lv;1;fi;Tele
lt;;fi;Tele
mt;1;fi;Tele
md;;fi;Tele
me;;fi;Tele
nl;;fi;Tele
mk;;fi;Tele
no;;fi;Tele
pl;;fi;Tele
pt;;fi;Tele
ro;;fi;Tele
sm;;fi;Tele
rs;;fi;Tele
si;;fi;Tele
es;;fi;Tele
se;7;fi;Tele
ch;;fi;Tele
ua;4;fi;Tele
gb;;fi;Tele
al;;am;Tele
am;;am;Tele
au;;am;Tele
at;;am;Tele
az;;am;Tele
be;;am;Tele
bg;5;am;Tele
hr;;am;Tele
cy;1;am;Tele
cz;;am;Tele
dk;;am;Tele
ee;;am;Tele
fi;;am;Tele
fr;5;am;Tele
ge;10;am;Tele
de;;am;Tele
gr;;am;Tele
is;;am;Tele
ie;;am;Tele
il;;am;Tele
it;;am;Tele
lv;;am;Tele
lt;;am;Tele
mt;;am;Tele
md;;am;Tele
me;;am;Tele
nl;;am;Tele
mk;;am;Tele
no;;am;Tele
pl;;am;Tele
pt;;am;Tele
ro;;am;Tele
sm;;am;Tele
rs;;am;Tele
si;;am;Tele
es;;am;Tele
se;;am;Tele
ch;;am;Tele
ua;;am;Tele
gb;;am;Tele
al;;is;Tele
am;;is;Tele
au;;is;Tele
at;;is;Tele
az;;is;Tele
be;;is;Tele
bg;;is;Tele
hr;;is;Tele
cy;;is;Tele
cz;;is;Tele
dk;2;is;Tele
ee;;is;Tele
fi;;is;Tele
fr;;is;Tele
ge;;is;Tele
de;;is;Tele
gr;;is;Tele
is;;is;Tele
ie;;is;Tele
il;;is;Tele
it;;is;Tele
lv;;is;Tele
lt;;is;Tele
mt;;is;Tele
md;;is;Tele
me;;is;Tele
nl;;is;Tele
mk;;is;Tele
no;;is;Tele
pl;;is;Tele
pt;;is;Tele
ro;;is;Tele
sm;;is;Tele
rs;;is;Tele
si;;is;Tele
es;;is;Tele
se;;is;Tele
ch;;is;Tele
ua;8;is;Tele
gb;;is;Tele
al;;fr;Tele
am;;fr;Tele
au;;fr;Tele
at;;fr;Tele
az;;fr;Tele
be;;fr;Tele
bg;;fr;Tele
hr;1;fr;Tele
cy;;fr;Tele
cz;;fr;Tele
dk;;fr;Tele
ee;;fr;Tele
fi;1;fr;Tele
fr;;fr;Tele
ge;;fr;Tele
de;;fr;Tele
gr;1;fr;Tele
is;;fr;Tele
ie;;fr;Tele
il;;fr;Tele
it;;fr;Tele
lv;;fr;Tele
lt;;fr;Tele
mt;;fr;Tele
md;2;fr;Tele
me;;fr;Tele
nl;;fr;Tele
mk;;fr;Tele
no;;fr;Tele
pl;;fr;Tele
pt;;fr;Tele
ro;1;fr;Tele
sm;;fr;Tele
rs;2;fr;Tele
si;;fr;Tele
es;;fr;Tele
se;;fr;Tele
ch;;fr;Tele
ua;;fr;Tele
gb;;fr;Tele
al;;de;Tele
am;;de;Tele
au;;de;Tele
at;2;de;Tele
az;;de;Tele
be;;de;Tele
bg;;de;Tele
hr;;de;Tele
cy;;de;Tele
cz;;de;Tele
dk;;de;Tele
ee;2;de;Tele
fi;;de;Tele
fr;;de;Tele
ge;;de;Tele
de;;de;Tele
gr;;de;Tele
is;;de;Tele
ie;;de;Tele
il;;de;Tele
it;;de;Tele
lv;;de;Tele
lt;;de;Tele
mt;;de;Tele
md;;de;Tele
me;;de;Tele
nl;;de;Tele
mk;;de;Tele
no;;de;Tele
pl;;de;Tele
pt;;de;Tele
ro;;de;Tele
sm;;de;Tele
rs;;de;Tele
si;;de;Tele
es;;de;Tele
se;;de;Tele
ch;2;de;Tele
ua;;de;Tele
gb;;de;Tele
al;;be;Tele
am;;be;Tele
au;;be;Tele
at;;be;Tele
az;;be;Tele
be;;be;Tele
bg;;be;Tele
hr;;be;Tele
cy;;be;Tele
cz;;be;Tele
dk;;be;Tele
ee;;be;Tele
fi;;be;Tele
fr;;be;Tele
ge;;be;Tele
de;;be;Tele
gr;;be;Tele
is;;be;Tele
ie;;be;Tele
il;;be;Tele
it;;be;Tele
lv;;be;Tele
lt;;be;Tele
mt;;be;Tele
md;1;be;Tele
me;;be;Tele
nl;4;be;Tele
mk;;be;Tele
no;;be;Tele
pl;;be;Tele
pt;;be;Tele
ro;;be;Tele
sm;;be;Tele
rs;;be;Tele
si;;be;Tele
es;;be;Tele
se;;be;Tele
ch;;be;Tele
ua;;be;Tele
gb;;be;Tele
al;;cz;Tele
am;;cz;Tele
au;;cz;Tele
at;;cz;Tele
az;;cz;Tele
be;;cz;Tele
bg;;cz;Tele
hr;;cz;Tele
cy;;cz;Tele
cz;;cz;Tele
dk;;cz;Tele
ee;;cz;Tele
fi;;cz;Tele
fr;;cz;Tele
ge;;cz;Tele
de;;cz;Tele
gr;;cz;Tele
is;;cz;Tele
ie;;cz;Tele
il;;cz;Tele
it;;cz;Tele
lv;;cz;Tele
lt;;cz;Tele
mt;;cz;Tele
md;;cz;Tele
me;;cz;Tele
nl;;cz;Tele
mk;5;cz;Tele
no;;cz;Tele
pl;;cz;Tele
pt;;cz;Tele
ro;;cz;Tele
sm;;cz;Tele
rs;;cz;Tele
si;;cz;Tele
es;;cz;Tele
se;;cz;Tele
ch;;cz;Tele
ua;;cz;Tele
gb;;cz;Tele
al;;az;Tele
am;;az;Tele
au;;az;Tele
at;;az;Tele
az;;az;Tele
be;;az;Tele
bg;;az;Tele
hr;;az;Tele
cy;;az;Tele
cz;;az;Tele
dk;;az;Tele
ee;;az;Tele
fi;;az;Tele
fr;;az;Tele
ge;3;az;Tele
de;;az;Tele
gr;;az;Tele
is;;az;Tele
ie;;az;Tele
il;;az;Tele
it;;az;Tele
lv;;az;Tele
lt;;az;Tele
mt;;az;Tele
md;;az;Tele
me;;az;Tele
nl;;az;Tele
mk;;az;Tele
no;;az;Tele
pl;;az;Tele
pt;;az;Tele
ro;;az;Tele
sm;;az;Tele
rs;;az;Tele
si;;az;Tele
es;;az;Tele
se;;az;Tele
ch;;az;Tele
ua;;az;Tele
gb;;az;Tele
al;;au;Tele
am;;au;Tele
au;;au;Tele
at;;au;Tele
az;2;au;Tele
be;;au;Tele
bg;;au;Tele
hr;;au;Tele
cy;;au;Tele
cz;;au;Tele
dk;;au;Tele
ee;;au;Tele
fi;;au;Tele
fr;;au;Tele
ge;;au;Tele
de;;au;Tele
gr;;au;Tele
is;;au;Tele
ie;;au;Tele
il;;au;Tele
it;;au;Tele
lv;;au;Tele
lt;;au;Tele
mt;;au;Tele
md;;au;Tele
me;;au;Tele
nl;;au;Tele
mk;;au;Tele
no;;au;Tele
pl;;au;Tele
pt;;au;Tele
ro;;au;Tele
sm;;au;Tele
rs;;au;Tele
si;;au;Tele
es;;au;Tele
se;;au;Tele
ch;;au;Tele
ua;;au;Tele
gb;;au;Tele
al;;ch;Tele
am;;ch;Tele
au;;ch;Tele
at;;ch;Tele
az;;ch;Tele
be;;ch;Tele
bg;;ch;Tele
hr;;ch;Tele
cy;;ch;Tele
cz;;ch;Tele
dk;;ch;Tele
ee;;ch;Tele
fi;;ch;Tele
fr;;ch;Tele
ge;;ch;Tele
de;;ch;Tele
gr;;ch;Tele
is;;ch;Tele
ie;;ch;Tele
il;;ch;Tele
it;;ch;Tele
lv;;ch;Tele
lt;;ch;Tele
mt;;ch;Tele
md;;ch;Tele
me;;ch;Tele
nl;;ch;Tele
mk;;ch;Tele
no;;ch;Tele
pl;;ch;Tele
pt;;ch;Tele
ro;;ch;Tele
sm;;ch;Tele
rs;;ch;Tele
si;;ch;Tele
es;;ch;Tele
se;;ch;Tele
ch;;ch;Tele
ua;;ch;Tele
gb;;ch;Tele
